playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8474682,2024,Dustin Tokarski,CAR,G,4on5,6,1755.0,1.01,1.0,34.0,1.52,1.0,4.65,5.0,19.24,19.0,0.23,0.0,11.87,12.0,6.32,7.0,0.98,21.0,4.0,1.0,0.33,0.44,0.24,0.0,1.0,0.0,8.0,0.0,0.0
8474682,2024,Dustin Tokarski,CAR,G,5on4,6,1812.0,0.87,0.0,9.0,0.33,2.0,1.01,0.0,6.59,7.0,0.98,1.0,2.07,0.0,4.49,7.0,0.72,5.0,2.0,2.0,0.04,0.22,0.61,0.0,0.0,0.0,0.0,0.0,0.0
8480843,2024,Lukas Dostal,ANA,G,other,43,4602.0,12.53,11.0,150.0,5.34,5.0,15.54,18.0,80.31,78.0,1.69,0.0,43.99,32.0,28.02,42.0,10.72,66.0,26.0,16.0,3.0,3.18,6.35,2.0,6.0,3.0,42.0,0.0,0.0
8480843,2024,Lukas Dostal,ANA,G,all,43,145734.0,137.73,119.0,2742.0,97.84,139.0,345.54,316.0,1439.91,1300.0,40.09,2.0,779.84,620.0,565.67,778.0,131.03,1437.0,393.0,145.0,42.31,49.38,46.04,38.0,49.0,32.0,767.0,0.0,0.0
8480843,2024,Lukas Dostal,ANA,G,5on5,43,118510.0,100.0,80.0,2201.0,73.42,107.0,284.33,254.0,1137.84,1005.0,31.59,2.0,615.94,500.0,455.05,624.0,96.42,1159.0,311.0,97.0,34.03,39.72,26.26,31.0,35.0,14.0,634.0,0.0,0.0
8480843,2024,Lukas Dostal,ANA,G,4on5,43,10806.0,21.61,24.0,331.0,16.99,26.0,39.53,41.0,183.27,179.0,0.85,0.0,106.5,80.0,57.31,76.0,20.36,176.0,43.0,29.0,4.08,4.81,12.71,4.0,6.0,14.0,83.0,0.0,0.0
8480843,2024,Lukas Dostal,ANA,G,5on4,43,11816.0,2.9,3.0,48.0,1.56,0.0,4.68,2.0,31.36,31.0,5.73,0.0,9.77,7.0,21.89,30.0,2.86,29.0,10.0,3.0,0.91,1.27,0.72,1.0,1.0,1.0,6.0,0.0,0.0
8482821,2024,Arvid Soderblom,CHI,G,other,32,2284.0,6.54,6.0,71.0,3.61,6.0,8.34,5.0,43.32,44.0,0.64,0.0,24.73,26.0,13.28,15.0,6.11,37.0,11.0,10.0,1.59,1.43,3.52,2.0,0.0,4.0,13.0,0.0,0.0
8482821,2024,Arvid Soderblom,CHI,G,all,32,111117.0,97.93,97.0,1946.0,72.81,109.0,250.58,181.0,1056.36,977.0,26.53,1.0,583.72,457.0,412.92,607.0,92.7,1094.0,257.0,102.0,32.35,33.61,31.96,44.0,31.0,22.0,493.0,0.0,0.0
8482821,2024,Arvid Soderblom,CHI,G,5on5,32,95013.0,71.19,79.0,1617.0,56.47,83.0,211.16,150.0,862.8,796.0,23.21,1.0,476.21,362.0,349.27,517.0,68.42,924.0,200.0,69.0,26.97,26.23,17.99,39.0,29.0,11.0,424.0,0.0,0.0
8482821,2024,Arvid Soderblom,CHI,G,4on5,32,8556.0,16.67,8.0,227.0,11.78,18.0,28.3,26.0,131.18,117.0,0.46,0.0,77.19,64.0,39.82,62.0,14.82,120.0,40.0,18.0,3.51,4.99,8.17,3.0,1.0,4.0,49.0,0.0,0.0
8482821,2024,Arvid Soderblom,CHI,G,5on4,32,5264.0,1.85,2.0,26.0,0.8,1.0,2.23,0.0,15.63,16.0,2.19,0.0,4.89,5.0,9.76,12.0,1.8,12.0,5.0,3.0,0.25,0.79,0.81,0.0,1.0,1.0,6.0,0.0,0.0
8476914,2024,Joonas Korpisalo,BOS,G,other,23,1744.0,6.22,3.0,68.0,3.11,5.0,7.41,7.0,37.66,35.0,0.86,0.0,21.57,21.0,12.27,17.0,5.46,33.0,9.0,11.0,1.21,1.13,3.88,1.0,1.0,1.0,15.0,0.0,0.0
8476914,2024,Joonas Korpisalo,BOS,G,all,23,77590.0,59.17,60.0,1267.0,44.12,74.0,165.31,124.0,658.95,575.0,21.2,2.0,357.29,276.0,256.45,370.0,56.87,692.0,151.0,63.0,18.87,19.74,20.57,25.0,20.0,15.0,361.0,0.0,0.0
8476914,2024,Joonas Korpisalo,BOS,G,5on5,23,64491.0,40.86,38.0,1020.0,32.49,56.0,137.91,101.0,522.53,449.0,15.92,2.0,283.11,223.0,207.78,300.0,39.55,566.0,117.0,37.0,15.35,15.39,10.12,18.0,13.0,7.0,300.0,0.0,0.0
8476914,2024,Joonas Korpisalo,BOS,G,4on5,23,6279.0,10.94,13.0,156.0,7.77,13.0,17.18,14.0,81.45,71.0,0.68,0.0,46.9,31.0,24.44,39.0,10.72,74.0,22.0,14.0,1.7,2.9,6.34,2.0,4.0,7.0,46.0,0.0,0.0
8476914,2024,Joonas Korpisalo,BOS,G,5on4,23,5076.0,1.06,5.0,22.0,0.72,0.0,2.68,2.0,16.53,19.0,3.62,0.0,5.41,1.0,11.56,14.0,1.05,19.0,2.0,1.0,0.61,0.21,0.24,4.0,1.0,0.0,0.0,0.0,0.0
8482447,2024,Leevi Merilinen,OTT,G,other,12,1262.0,2.73,2.0,37.0,1.33,3.0,4.01,6.0,19.59,24.0,0.48,0.0,10.55,7.0,6.67,8.0,2.51,17.0,5.0,4.0,0.68,0.65,1.4,1.0,0.0,1.0,11.0,0.0,0.0
8482447,2024,Leevi Merilinen,OTT,G,all,12,39779.0,28.75,22.0,610.0,19.6,32.0,77.0,71.0,310.3,295.0,11.26,1.0,164.68,125.0,125.21,176.0,26.54,320.0,76.0,30.0,8.77,9.67,10.32,8.0,6.0,8.0,184.0,0.0,0.0
8482447,2024,Leevi Merilinen,OTT,G,5on5,12,31817.0,17.36,17.0,481.0,14.25,21.0,62.06,55.0,235.34,220.0,8.55,1.0,127.86,100.0,98.12,135.0,16.8,262.0,50.0,16.0,6.71,6.54,4.12,7.0,5.0,5.0,153.0,0.0,0.0
8482447,2024,Leevi Merilinen,OTT,G,4on5,12,3267.0,7.78,3.0,74.0,3.47,7.0,8.7,9.0,42.91,42.0,0.22,0.0,22.34,17.0,12.36,20.0,6.39,29.0,17.0,10.0,1.02,1.97,4.79,0.0,1.0,2.0,18.0,0.0,0.0
8482447,2024,Leevi Merilinen,OTT,G,5on4,12,3433.0,0.69,0.0,15.0,0.42,1.0,1.96,0.0,10.89,8.0,1.94,0.0,3.23,1.0,7.36,12.0,0.67,11.0,3.0,0.0,0.33,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8480981,2024,Joel Hofer,STL,G,other,26,2242.0,3.4,4.0,55.0,2.14,2.0,5.73,7.0,29.69,32.0,0.85,2.0,17.94,14.0,10.79,14.0,3.3,24.0,15.0,2.0,0.88,1.64,0.88,2.0,2.0,0.0,14.0,0.0,0.0
8480981,2024,Joel Hofer,STL,G,all,26,82748.0,55.17,64.0,1335.0,44.34,54.0,167.57,169.0,685.49,646.0,20.79,4.0,382.44,299.0,279.37,365.0,53.01,730.0,178.0,44.0,20.33,21.09,13.74,24.0,30.0,10.0,383.0,2.0,1.0
8480981,2024,Joel Hofer,STL,G,5on5,26,70762.0,42.48,41.0,1126.0,34.92,45.0,142.3,149.0,564.41,528.0,16.8,1.0,311.57,244.0,232.67,303.0,40.98,616.0,133.0,34.0,16.68,16.01,9.79,15.0,20.0,6.0,343.0,2.0,1.0
8480981,2024,Joel Hofer,STL,G,4on5,26,4379.0,8.24,15.0,128.0,6.49,7.0,16.81,12.0,74.6,68.0,0.45,0.0,47.04,38.0,23.91,33.0,7.71,71.0,27.0,7.0,2.31,3.08,2.85,5.0,6.0,4.0,23.0,0.0,0.0
8480981,2024,Joel Hofer,STL,G,5on4,26,5365.0,0.94,3.0,25.0,0.74,0.0,2.57,1.0,16.08,17.0,2.58,1.0,5.41,3.0,11.8,15.0,0.9,19.0,2.0,1.0,0.46,0.25,0.23,2.0,1.0,0.0,3.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,other,26,2818.0,5.24,1.0,64.0,2.22,2.0,5.87,8.0,30.47,24.0,0.65,1.0,18.81,17.0,8.79,14.0,3.99,25.0,10.0,7.0,1.03,1.21,3.0,0.0,0.0,1.0,22.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,all,26,89536.0,83.25,63.0,1534.0,55.59,114.0,202.17,151.0,817.54,733.0,24.87,2.0,434.23,331.0,317.3,458.0,76.48,824.0,193.0,104.0,23.31,24.38,35.56,20.0,29.0,14.0,413.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,5on5,26,73909.0,59.12,46.0,1273.0,42.87,88.0,173.0,134.0,668.16,600.0,19.53,0.0,358.83,279.0,265.8,374.0,56.09,699.0,155.0,69.0,19.37,19.75,20.01,18.0,22.0,6.0,350.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,4on5,26,6160.0,16.43,13.0,159.0,9.18,22.0,19.29,8.0,92.78,80.0,0.65,0.0,48.48,28.0,25.41,51.0,14.03,78.0,18.0,26.0,2.24,2.13,12.07,1.0,5.0,7.0,37.0,0.0,0.0
8474596,2024,Jake Allen,NJD,G,5on4,26,6649.0,2.07,2.0,33.0,1.14,2.0,3.48,1.0,22.94,25.0,3.89,1.0,6.77,6.0,15.84,18.0,1.99,21.0,7.0,2.0,0.62,0.96,0.49,1.0,1.0,0.0,3.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,other,23,2370.0,4.6,4.0,48.0,1.85,3.0,5.45,6.0,26.23,26.0,0.79,0.0,14.65,11.0,7.56,11.0,4.38,20.0,9.0,6.0,0.8,1.19,2.61,1.0,3.0,0.0,13.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,all,23,76368.0,60.87,59.0,1220.0,40.53,56.0,150.88,107.0,628.77,567.0,20.64,1.0,337.92,239.0,245.23,393.0,58.57,626.0,153.0,77.0,17.33,19.26,24.29,16.0,25.0,18.0,364.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,5on5,23,62152.0,40.09,40.0,987.0,30.35,44.0,126.18,89.0,499.14,446.0,16.79,1.0,270.31,185.0,201.51,326.0,38.94,527.0,112.0,46.0,14.25,14.14,11.7,14.0,18.0,8.0,302.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,4on5,23,5668.0,14.44,13.0,157.0,7.43,9.0,17.02,10.0,86.79,77.0,0.56,0.0,47.83,40.0,25.62,42.0,13.53,66.0,25.0,24.0,1.79,2.88,9.77,0.0,3.0,10.0,42.0,0.0,0.0
8476341,2024,Anton Forsberg,OTT,G,5on4,23,6178.0,1.36,1.0,24.0,0.76,0.0,1.74,1.0,14.23,15.0,2.49,0.0,4.15,2.0,9.61,14.0,1.35,12.0,5.0,1.0,0.42,0.73,0.21,1.0,0.0,0.0,6.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,other,23,1856.0,2.87,0.0,42.0,1.5,3.0,5.22,5.0,23.95,18.0,0.47,0.0,13.33,10.0,9.25,15.0,2.66,22.0,6.0,5.0,0.69,0.74,1.44,0.0,0.0,0.0,9.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,all,23,76761.0,62.06,77.0,1345.0,46.62,55.0,169.71,136.0,694.21,601.0,21.25,2.0,386.4,331.0,274.64,363.0,59.56,729.0,165.0,69.0,20.67,20.91,20.48,31.0,33.0,13.0,382.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,5on5,23,64888.0,47.32,66.0,1128.0,36.91,44.0,145.86,110.0,578.02,499.0,18.24,2.0,319.46,271.0,233.85,311.0,45.94,623.0,135.0,45.0,17.7,17.07,12.55,30.0,30.0,6.0,325.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,4on5,23,4312.0,10.79,11.0,158.0,7.68,8.0,17.15,21.0,81.14,74.0,0.37,0.0,50.38,46.0,24.2,27.0,9.86,75.0,21.0,17.0,2.09,2.62,6.08,1.0,3.0,7.0,45.0,0.0,0.0
8475831,2024,Philipp Grubauer,SEA,G,5on4,23,5705.0,1.09,0.0,17.0,0.53,0.0,1.49,0.0,11.09,10.0,2.17,0.0,3.23,4.0,7.33,10.0,1.09,9.0,3.0,2.0,0.2,0.48,0.41,0.0,0.0,0.0,3.0,0.0,0.0
